config,frequency_hz,run,msg_index,send_ts_us,recv_ts_us,rtt_ms,status
serial_adhoc,10,9,1,1775628146110855,1775628146123751,12.896,ok
serial_adhoc,10,9,2,1775628146211002,1775628146223025,12.023,ok
serial_adhoc,10,9,3,1775628146311429,1775628146324009,12.58,ok
serial_adhoc,10,9,4,1775628146411056,1775628146423620,12.564,ok
serial_adhoc,10,9,5,1775628146511445,1775628146524000,12.555,ok
serial_adhoc,10,9,6,1775628146611049,1775628146623947,12.898,ok
serial_adhoc,10,9,7,1775628146711449,1775628146724096,12.647,ok
serial_adhoc,10,9,8,1775628146811023,1775628146823581,12.558,ok
serial_adhoc,10,9,9,1775628146911054,1775628146923639,12.585,ok
serial_adhoc,10,9,10,1775628147010949,1775628147023406,12.457,ok
serial_adhoc,10,9,11,1775628147111200,1775628147123845,12.645,ok
serial_adhoc,10,9,12,1775628147211048,1775628147223569,12.521,ok
serial_adhoc,10,9,13,1775628147311438,1775628147324269,12.831,ok
serial_adhoc,10,9,14,1775628147411012,1775628147423533,12.521,ok
serial_adhoc,10,9,15,1775628147511420,1775628147524009,12.589,ok
serial_adhoc,10,9,16,1775628147611409,1775628147624243,12.834,ok
serial_adhoc,10,9,17,1775628147711459,1775628147724096,12.637,ok
serial_adhoc,10,9,18,1775628147811475,1775628147824214,12.739,ok
serial_adhoc,10,9,19,1775628147911459,1775628147923869,12.41,ok
serial_adhoc,10,9,20,1775628148011445,1775628148023816,12.371,ok
serial_adhoc,10,9,21,1775628148111039,1775628148123452,12.413,ok
serial_adhoc,10,9,22,1775628148211040,1775628148223670,12.63,ok
serial_adhoc,10,9,23,1775628148311054,1775628148322944,11.89,ok
serial_adhoc,10,9,24,1775628148411053,1775628148423536,12.483,ok
serial_adhoc,10,9,25,1775628148511015,1775628148523239,12.224,ok
serial_adhoc,10,9,26,1775628148610994,1775628148623769,12.775,ok
serial_adhoc,10,9,27,1775628148710959,1775628148722804,11.845,ok
serial_adhoc,10,9,28,1775628148811433,1775628148823914,12.481,ok
serial_adhoc,10,9,29,1775628148911431,1775628148923427,11.996,ok
serial_adhoc,10,9,30,1775628149011433,1775628149024149,12.716,ok
serial_adhoc,10,9,31,1775628149111412,1775628149123611,12.199,ok
serial_adhoc,10,9,32,1775628149211042,1775628149223742,12.7,ok
serial_adhoc,10,9,33,1775628149311419,1775628149324036,12.617,ok
serial_adhoc,10,9,34,1775628149411019,1775628149423840,12.821,ok
serial_adhoc,10,9,35,1775628149511067,1775628149523084,12.017,ok
serial_adhoc,10,9,36,1775628149611035,1775628149623669,12.634,ok
serial_adhoc,10,9,37,1775628149711418,1775628149723503,12.085,ok
serial_adhoc,10,9,38,1775628149811059,1775628149823717,12.658,ok
serial_adhoc,10,9,39,1775628149911040,1775628149923545,12.505,ok
serial_adhoc,10,9,40,1775628150010945,1775628150023388,12.443,ok
serial_adhoc,10,9,41,1775628150111049,1775628150123194,12.145,ok
serial_adhoc,10,9,42,1775628150210952,1775628150222969,12.017,ok
serial_adhoc,10,9,43,1775628150311050,1775628150323258,12.208,ok
serial_adhoc,10,9,44,1775628150411027,1775628150422881,11.854,ok
serial_adhoc,10,9,45,1775628150511020,1775628150523481,12.461,ok
serial_adhoc,10,9,46,1775628150611021,1775628150623060,12.039,ok
serial_adhoc,10,9,47,1775628150711029,1775628150723583,12.554,ok
serial_adhoc,10,9,48,1775628150811027,1775628150823567,12.54,ok
serial_adhoc,10,9,49,1775628150911036,1775628150923541,12.505,ok
serial_adhoc,10,9,50,1775628151011417,1775628151023677,12.26,ok
serial_adhoc,10,9,51,1775628151111411,1775628151123673,12.262,ok
serial_adhoc,10,9,52,1775628151211038,1775628151223263,12.225,ok
serial_adhoc,10,9,53,1775628151311478,1775628151323655,12.177,ok
serial_adhoc,10,9,54,1775628151411027,1775628151423850,12.823,ok
serial_adhoc,10,9,55,1775628151511431,1775628151523789,12.358,ok
serial_adhoc,10,9,56,1775628151611410,1775628151623952,12.542,ok
serial_adhoc,10,9,57,1775628151711409,1775628151723990,12.581,ok
serial_adhoc,10,9,58,1775628151811166,1775628151823215,12.049,ok
serial_adhoc,10,9,59,1775628151910988,1775628151922957,11.969,ok
serial_adhoc,10,9,60,1775628152011042,1775628152023360,12.318,ok
serial_adhoc,10,9,61,1775628152111042,1775628152122683,11.641,ok
serial_adhoc,10,9,62,1775628152211296,1775628152223265,11.969,ok
serial_adhoc,10,9,63,1775628152311422,1775628152323534,12.112,ok
serial_adhoc,10,9,64,1775628152410935,1775628152423065,12.13,ok
serial_adhoc,10,9,65,1775628152511036,1775628152522951,11.915,ok
serial_adhoc,10,9,66,1775628152611480,1775628152623693,12.213,ok
serial_adhoc,10,9,67,1775628152711022,1775628152723614,12.592,ok
serial_adhoc,10,9,68,1775628152811017,1775628152823484,12.467,ok
serial_adhoc,10,9,69,1775628152910995,1775628152923297,12.302,ok
serial_adhoc,10,9,70,1775628153011448,1775628153024022,12.574,ok
serial_adhoc,10,9,71,1775628153111044,1775628153123728,12.684,ok
serial_adhoc,10,9,72,1775628153211022,1775628153223068,12.046,ok
serial_adhoc,10,9,73,1775628153311041,1775628153323167,12.126,ok
serial_adhoc,10,9,74,1775628153410931,1775628153423410,12.479,ok
serial_adhoc,10,9,75,1775628153511044,1775628153523511,12.467,ok
serial_adhoc,10,9,76,1775628153611026,1775628153623030,12.004,ok
serial_adhoc,10,9,77,1775628153711046,1775628153723442,12.396,ok
serial_adhoc,10,9,78,1775628153811018,1775628153822913,11.895,ok
serial_adhoc,10,9,79,1775628153911032,1775628153922956,11.924,ok
serial_adhoc,10,9,80,1775628154011063,1775628154023213,12.15,ok
serial_adhoc,10,9,81,1775628154111035,1775628154123190,12.155,ok
serial_adhoc,10,9,82,1775628154211046,1775628154223932,12.886,ok
serial_adhoc,10,9,83,1775628154311016,1775628154323420,12.404,ok
serial_adhoc,10,9,84,1775628154411008,1775628154423550,12.542,ok
serial_adhoc,10,9,85,1775628154511023,1775628154522996,11.973,ok
serial_adhoc,10,9,86,1775628154611043,1775628154623625,12.582,ok
serial_adhoc,10,9,87,1775628154711020,1775628154723551,12.531,ok
serial_adhoc,10,9,88,1775628154811008,1775628154823539,12.531,ok
serial_adhoc,10,9,89,1775628154911279,1775628154923707,12.428,ok
serial_adhoc,10,9,90,1775628155011026,1775628155023558,12.532,ok
serial_adhoc,10,9,91,1775628155111020,1775628155124109,13.089,ok
serial_adhoc,10,9,92,1775628155211032,1775628155223462,12.43,ok
serial_adhoc,10,9,93,1775628155311180,1775628155323740,12.56,ok
serial_adhoc,10,9,94,1775628155411030,1775628155423510,12.48,ok
serial_adhoc,10,9,95,1775628155510983,1775628155523028,12.045,ok
serial_adhoc,10,9,96,1775628155611027,1775628155623473,12.446,ok
serial_adhoc,10,9,97,1775628155710950,1775628155723099,12.149,ok
serial_adhoc,10,9,98,1775628155811184,1775628155823767,12.583,ok
serial_adhoc,10,9,99,1775628155910963,1775628155922637,11.674,ok
serial_adhoc,10,9,100,1775628156011024,1775628156024206,13.182,ok
serial_adhoc,10,9,101,1775628156110999,1775628156122952,11.953,ok
serial_adhoc,10,9,102,1775628156211038,1775628156223599,12.561,ok
serial_adhoc,10,9,103,1775628156311030,1775628156323335,12.305,ok
serial_adhoc,10,9,104,1775628156411026,1775628156423702,12.676,ok
serial_adhoc,10,9,105,1775628156511032,1775628156523620,12.588,ok
serial_adhoc,10,9,106,1775628156611043,1775628156622956,11.913,ok
serial_adhoc,10,9,107,1775628156711046,1775628156723488,12.442,ok
serial_adhoc,10,9,108,1775628156811130,1775628156823451,12.321,ok
serial_adhoc,10,9,109,1775628156911010,1775628156923588,12.578,ok
serial_adhoc,10,9,110,1775628157011409,1775628157024601,13.192,ok
serial_adhoc,10,9,111,1775628157111156,1775628157123937,12.781,ok
serial_adhoc,10,9,112,1775628157210939,1775628157222920,11.981,ok
serial_adhoc,10,9,113,1775628157311043,1775628157323067,12.024,ok
serial_adhoc,10,9,114,1775628157411026,1775628157422912,11.886,ok
serial_adhoc,10,9,115,1775628157511006,1775628157523299,12.293,ok
serial_adhoc,10,9,116,1775628157610973,1775628157623016,12.043,ok
serial_adhoc,10,9,117,1775628157711036,1775628157723483,12.447,ok
serial_adhoc,10,9,118,1775628157810943,1775628157823121,12.178,ok
serial_adhoc,10,9,119,1775628157911433,1775628157923747,12.314,ok
serial_adhoc,10,9,120,1775628158011458,1775628158024215,12.757,ok
serial_adhoc,10,9,121,1775628158111419,1775628158124279,12.86,ok
serial_adhoc,10,9,122,1775628158211434,1775628158223435,12.001,ok
serial_adhoc,10,9,123,1775628158311450,1775628158324360,12.91,ok
serial_adhoc,10,9,124,1775628158411438,1775628158424203,12.765,ok
serial_adhoc,10,9,125,1775628158511435,1775628158523975,12.54,ok
serial_adhoc,10,9,126,1775628158611419,1775628158624022,12.603,ok
serial_adhoc,10,9,127,1775628158711025,1775628158723579,12.554,ok
serial_adhoc,10,9,128,1775628158811039,1775628158823049,12.01,ok
serial_adhoc,10,9,129,1775628158911438,1775628158923808,12.37,ok
