config,frequency_hz,run,send_ts_us,recv_ts_us,rtt_ms,status
wifi_microros_besteffort,10,7,1775638695437256,1775638695541153,103.897,ok
wifi_microros_besteffort,10,7,1775638695637453,1775638695648217,10.764,ok
wifi_microros_besteffort,10,7,1775638695737425,1775638695751438,14.013,ok
wifi_microros_besteffort,10,7,1775638695837567,1775638695859569,22.002,ok
wifi_microros_besteffort,10,7,1775638695937450,1775638695977306,39.856,ok
wifi_microros_besteffort,10,7,1775638696037573,1775638696054583,17.01,ok
wifi_microros_besteffort,10,7,1775638696137821,1775638696165357,27.536,ok
wifi_microros_besteffort,10,7,1775638696237450,1775638696259309,21.859,ok
wifi_microros_besteffort,10,7,1775638696337820,1775638696360543,22.723,ok
wifi_microros_besteffort,10,7,1775638696437590,1775638696458003,20.413,ok
wifi_microros_besteffort,10,7,1775638696537428,1775638696559517,22.089,ok
wifi_microros_besteffort,10,7,1775638696637612,1775638696663405,25.793,ok
wifi_microros_besteffort,10,7,1775638696737421,1775638696747804,10.383,ok
wifi_microros_besteffort,10,7,1775638696937434,1775638696981086,43.652,ok
wifi_microros_besteffort,10,7,1775638697037849,1775638697071610,33.761,ok
wifi_microros_besteffort,10,7,1775638697137427,1775638697160638,23.211,ok
wifi_microros_besteffort,10,7,1775638697337340,1775638697367729,30.389,ok
wifi_microros_besteffort,10,7,1775638697437859,1775638697474045,36.186,ok
wifi_microros_besteffort,10,7,1775638697537425,1775638698050875,513.45,dropped
wifi_microros_besteffort,10,7,1775638697737378,1775638698084386,347.008,ok
wifi_microros_besteffort,10,7,1775638697837855,1775638698085295,247.44,ok
wifi_microros_besteffort,10,7,1775638697937568,1775638698086075,148.507,ok
wifi_microros_besteffort,10,7,1775638698037868,1775638698086833,48.965,ok
wifi_microros_besteffort,10,7,1775638698137879,1775638698198837,60.958,ok
wifi_microros_besteffort,10,7,1775638698237450,1775638698252837,15.387,ok
wifi_microros_besteffort,10,7,1775638698337861,1775638698361301,23.44,ok
wifi_microros_besteffort,10,7,1775638698437840,1775638698463591,25.751,ok
wifi_microros_besteffort,10,7,1775638698637855,1775638698921619,283.764,ok
wifi_microros_besteffort,10,7,1775638698737450,1775638698922538,185.088,ok
wifi_microros_besteffort,10,7,1775638698837535,1775638698923465,85.93,ok
wifi_microros_besteffort,10,7,1775638698937747,1775638698949130,11.383,ok
wifi_microros_besteffort,10,7,1775638699037418,1775638699049557,12.139,ok
wifi_microros_besteffort,10,7,1775638699137922,1775638699163269,25.347,ok
wifi_microros_besteffort,10,7,1775638699237400,1775638699256452,19.052,ok
wifi_microros_besteffort,10,7,1775638699337345,1775638699351165,13.82,ok
wifi_microros_besteffort,10,7,1775638699437406,1775638699448052,10.646,ok
wifi_microros_besteffort,10,7,1775638699537902,1775638699560483,22.581,ok
wifi_microros_besteffort,10,7,1775638699637367,1775638699652136,14.769,ok
wifi_microros_besteffort,10,7,1775638699737417,1775638699754923,17.506,ok
wifi_microros_besteffort,10,7,1775638699837869,1775638699857706,19.837,ok
wifi_microros_besteffort,10,7,1775638699937460,1775638699953404,15.944,ok
wifi_microros_besteffort,10,7,1775638700037862,1775638700058021,20.159,ok
wifi_microros_besteffort,10,7,1775638700137350,1775638700151198,13.848,ok
wifi_microros_besteffort,10,7,1775638700237863,1775638700252071,14.208,ok
wifi_microros_besteffort,10,7,1775638700337845,1775638700371476,33.631,ok
wifi_microros_besteffort,10,7,1775638700437837,1775638700456358,18.521,ok
wifi_microros_besteffort,10,7,1775638700537834,1775638700551556,13.722,ok
wifi_microros_besteffort,10,7,1775638700637434,1775638700668304,30.87,ok
wifi_microros_besteffort,10,7,1775638700737429,1775638700757737,20.308,ok
wifi_microros_besteffort,10,7,1775638700837438,1775638700862812,25.374,ok
wifi_microros_besteffort,10,7,1775638700937407,1775638700962970,25.563,ok
wifi_microros_besteffort,10,7,1775638701037840,1775638701048372,10.532,ok
wifi_microros_besteffort,10,7,1775638701137559,1775638701155390,17.831,ok
wifi_microros_besteffort,10,7,1775638701237454,1775638701405030,167.576,ok
wifi_microros_besteffort,10,7,1775638701337395,1775638701411505,74.11,ok
wifi_microros_besteffort,10,7,1775638701437452,1775638701454236,16.784,ok
wifi_microros_besteffort,10,7,1775638701537397,1775638701587948,50.551,ok
wifi_microros_besteffort,10,7,1775638701637432,1775638701653061,15.629,ok
wifi_microros_besteffort,10,7,1775638701737345,1775638701749139,11.794,ok
wifi_microros_besteffort,10,7,1775638701837848,1775638701851984,14.136,ok
wifi_microros_besteffort,10,7,1775638701937364,1775638701949817,12.453,ok
wifi_microros_besteffort,10,7,1775638702037844,1775638702092957,55.113,ok
wifi_microros_besteffort,10,7,1775638702137846,1775638702178015,40.169,ok
wifi_microros_besteffort,10,7,1775638702237447,1775638702246849,9.402,ok
wifi_microros_besteffort,10,7,1775638702337871,1775638702355797,17.926,ok
wifi_microros_besteffort,10,7,1775638702437433,1775638702454547,17.114,ok
wifi_microros_besteffort,10,7,1775638702537422,1775638702565559,28.137,ok
wifi_microros_besteffort,10,7,1775638702637826,1775638702647244,9.418,ok
wifi_microros_besteffort,10,7,1775638702737840,1775638702862982,125.142,ok
wifi_microros_besteffort,10,7,1775638702837827,1775638702863772,25.945,ok
wifi_microros_besteffort,10,7,1775638702937436,1775638702946301,8.865,ok
wifi_microros_besteffort,10,7,1775638703037840,1775638703061922,24.082,ok
wifi_microros_besteffort,10,7,1775638703137757,1775638703153179,15.422,ok
wifi_microros_besteffort,10,7,1775638703237404,1775638703250947,13.543,ok
wifi_microros_besteffort,10,7,1775638703337843,1775638703352253,14.41,ok
wifi_microros_besteffort,10,7,1775638703437839,1775638703450298,12.459,ok
wifi_microros_besteffort,10,7,1775638703537443,1775638703551043,13.6,ok
wifi_microros_besteffort,10,7,1775638703637837,1775638703651020,13.183,ok
wifi_microros_besteffort,10,7,1775638703737852,1775638703750088,12.236,ok
wifi_microros_besteffort,10,7,1775638703837429,1775638703850176,12.747,ok
wifi_microros_besteffort,10,7,1775638703937447,1775638704136300,198.853,ok
wifi_microros_besteffort,10,7,1775638704037407,1775638704140278,102.871,ok
wifi_microros_besteffort,10,7,1775638704137328,1775638704151991,14.663,ok
wifi_microros_besteffort,10,7,1775638704237339,1775638704256759,19.42,ok
wifi_microros_besteffort,10,7,1775638704337434,1775638704350956,13.522,ok
wifi_microros_besteffort,10,7,1775638704437349,1775638704448075,10.726,ok
