config,frequency_hz,run,msg_index,send_ts_us,recv_ts_us,rtt_ms,status
serial_adhoc,1,1,1,1775646198421623,1775646198434120,12.497,ok
serial_adhoc,1,1,2,1775646199421809,1775646199434491,12.682,ok
serial_adhoc,1,1,3,1775646200421769,1775646200434268,12.499,ok
serial_adhoc,1,1,4,1775646201422251,1775646201435190,12.939,ok
serial_adhoc,1,1,5,1775646202421782,1775646202433854,12.072,ok
serial_adhoc,1,1,6,1775646203422204,1775646203434911,12.707,ok
serial_adhoc,1,1,7,1775646204421728,1775646204434520,12.792,ok
serial_adhoc,1,1,8,1775646205421842,1775646205434479,12.637,ok
serial_adhoc,1,1,9,1775646206421831,1775646206434198,12.367,ok
serial_adhoc,1,1,10,1775646207422273,1775646207434901,12.628,ok
serial_adhoc,1,1,11,1775646208421776,1775646208434409,12.633,ok
serial_adhoc,1,1,12,1775646209421823,1775646209435400,13.577,ok
serial_adhoc,1,1,13,1775646210422253,1775646210434901,12.648,ok
serial_adhoc,1,1,14,1775646211421828,1775646211434438,12.61,ok
serial_adhoc,1,1,15,1775646212422201,1775646212434912,12.711,ok
serial_adhoc,1,1,16,1775646213421813,1775646213433794,11.981,ok
serial_adhoc,1,1,17,1775646214422224,1775646214434346,12.122,ok
serial_adhoc,1,1,18,1775646215422188,1775646215434893,12.705,ok
serial_adhoc,1,1,19,1775646216422181,1775646216434945,12.764,ok
serial_adhoc,1,1,20,1775646217421818,1775646217434478,12.66,ok
serial_adhoc,1,1,21,1775646218421829,1775646218433655,11.826,ok
serial_adhoc,1,1,22,1775646219421793,1775646219434871,13.078,ok
serial_adhoc,1,1,23,1775646220422201,1775646220434581,12.38,ok
serial_adhoc,1,1,24,1775646221422193,1775646221434400,12.207,ok
serial_adhoc,1,1,25,1775646222422177,1775646222434441,12.264,ok
serial_adhoc,1,1,26,1775646223421777,1775646223434389,12.612,ok
serial_adhoc,1,1,27,1775646224422064,1775646224434184,12.12,ok
serial_adhoc,1,1,28,1775646225422234,1775646225434266,12.032,ok
serial_adhoc,1,1,29,1775646226422393,1775646226433715,11.322,ok
serial_adhoc,1,1,30,1775646227421824,1775646227434933,13.109,ok
